"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"08/29/2018","1230","Census Tract 207400","1229","Census Tract 207302",236,101,550,287,136,605,268,120,599,236,100,557,200,81,490,200,95,421
"08/30/2018","1230","Census Tract 207400","1229","Census Tract 207302",243,106,560,240,123,469,284,140,578,285,113,717,193,83,449,219,100,479
"08/31/2018","1230","Census Tract 207400","1229","Census Tract 207302",233,101,539,199,107,371,241,104,559,297,122,722,206,90,466,209,84,518
"09/01/2018","1230","Census Tract 207400","1229","Census Tract 207302",211,95,465,184,82,410,211,100,444,243,100,594,204,98,422,197,84,459
"09/02/2018","1230","Census Tract 207400","1229","Census Tract 207302",216,98,478,178,73,432,242,110,531,241,100,579,212,102,441,195,91,420
"09/03/2018","1230","Census Tract 207400","1229","Census Tract 207302",213,90,503,176,81,382,183,74,453,213,92,491,240,95,605,212,99,456
"09/04/2018","1230","Census Tract 207400","1229","Census Tract 207302",252,108,587,251,102,620,293,127,675,263,114,604,205,94,444,237,103,547
"09/05/2018","1230","Census Tract 207400","1229","Census Tract 207302",255,113,577,267,138,516,291,130,650,257,107,618,222,95,520,219,107,447
"09/06/2018","1230","Census Tract 207400","1229","Census Tract 207302",248,110,556,230,103,512,334,158,702,259,112,597,195,89,429,201,106,381
"09/07/2018","1230","Census Tract 207400","1229","Census Tract 207302",242,107,548,224,110,455,269,110,659,293,134,640,208,97,448,189,69,514
"09/08/2018","1230","Census Tract 207400","1229","Census Tract 207302",212,94,475,233,89,608,212,103,436,241,104,555,198,93,419,203,82,498
"09/09/2018","1230","Census Tract 207400","1229","Census Tract 207302",212,88,510,229,141,370,213,96,473,236,96,582,194,83,451,200,77,515
"09/10/2018","1230","Census Tract 207400","1229","Census Tract 207302",237,109,513,251,129,489,278,132,583,249,106,584,211,95,467,159,92,275
"09/11/2018","1230","Census Tract 207400","1229","Census Tract 207302",251,113,558,258,119,561,322,158,655,253,133,479,216,86,542,189,96,373
"09/12/2018","1230","Census Tract 207400","1229","Census Tract 207302",259,103,651,270,120,607,334,145,768,243,102,575,228,82,636,213,102,441
"09/13/2018","1230","Census Tract 207400","1229","Census Tract 207302",253,104,614,245,96,622,328,140,767,245,122,491,222,87,565,228,93,555
"09/14/2018","1230","Census Tract 207400","1229","Census Tract 207302",267,106,674,297,119,742,347,144,840,299,121,738,221,86,567,183,87,386
"09/15/2018","1230","Census Tract 207400","1229","Census Tract 207302",233,102,531,240,122,472,255,108,602,252,110,574,217,103,459,233,89,612
"09/16/2018","1230","Census Tract 207400","1229","Census Tract 207302",226,91,564,184,75,448,253,113,566,259,105,639,194,76,489,222,88,562
"09/17/2018","1230","Census Tract 207400","1229","Census Tract 207302",273,112,664,308,143,663,373,147,944,289,111,747,199,91,436,190,86,417
"09/18/2018","1230","Census Tract 207400","1229","Census Tract 207302",282,119,671,286,129,633,341,154,756,309,136,698,266,112,627,151,60,378
"09/19/2018","1230","Census Tract 207400","1229","Census Tract 207302",261,104,659,284,140,577,327,112,955,289,118,709,197,77,501,203,99,416
"09/20/2018","1230","Census Tract 207400","1229","Census Tract 207302",271,118,622,287,132,625,315,127,779,312,137,711,219,98,490,225,114,444
"09/21/2018","1230","Census Tract 207400","1229","Census Tract 207302",267,113,633,340,143,806,374,170,822,284,130,622,207,89,478,212,87,520
"09/22/2018","1230","Census Tract 207400","1229","Census Tract 207302",244,104,571,188,74,477,212,101,447,322,136,762,246,107,562,192,82,448
"09/23/2018","1230","Census Tract 207400","1229","Census Tract 207302",242,98,598,146,68,314,297,118,750,269,105,684,231,106,503,217,85,554
"09/24/2018","1230","Census Tract 207400","1229","Census Tract 207302",254,112,573,274,137,549,261,119,576,295,133,653,200,90,445,207,81,529
"09/25/2018","1230","Census Tract 207400","1229","Census Tract 207302",241,103,563,301,126,718,283,122,658,260,134,505,182,75,443,166,73,378
"09/26/2018","1230","Census Tract 207400","1229","Census Tract 207302",244,99,603,279,109,713,257,109,604,278,117,660,211,84,531,167,74,378
"09/27/2018","1230","Census Tract 207400","1229","Census Tract 207302",255,108,599,254,131,490,292,160,531,277,117,654,222,78,629,193,107,347
"09/28/2018","1230","Census Tract 207400","1229","Census Tract 207302",253,111,574,247,112,544,325,151,698,286,136,602,202,90,453,234,94,582
"09/29/2018","1230","Census Tract 207400","1229","Census Tract 207302",215,93,495,185,66,518,229,100,522,249,106,583,202,88,462,208,97,448
"09/30/2018","1230","Census Tract 207400","1229","Census Tract 207302",217,92,511,256,98,665,219,114,420,222,95,519,204,81,514,213,89,509
"07/01/2018","1230","Census Tract 207400","1229","Census Tract 207302",206,81,527,169,62,456,207,87,491,250,104,600,210,87,507,175,64,480
"07/02/2018","1230","Census Tract 207400","1229","Census Tract 207302",232,98,548,230,113,466,272,116,638,237,86,651,203,93,442,186,82,419
"07/03/2018","1230","Census Tract 207400","1229","Census Tract 207302",258,115,581,254,104,618,302,137,663,282,116,687,226,107,479,250,125,499
"07/04/2018","1230","Census Tract 207400","1229","Census Tract 207302",234,90,611,172,76,390,246,86,704,229,86,610,242,96,608,220,87,556
"07/05/2018","1230","Census Tract 207400","1229","Census Tract 207302",247,108,565,229,113,464,283,121,662,255,112,579,213,88,513,286,134,607
"07/06/2018","1230","Census Tract 207400","1229","Census Tract 207302",243,103,573,262,127,540,283,111,722,259,115,582,201,87,463,185,68,505
"07/07/2018","1230","Census Tract 207400","1229","Census Tract 207302",219,93,514,197,74,519,233,92,592,219,93,517,227,102,503,172,77,385
"07/08/2018","1230","Census Tract 207400","1229","Census Tract 207302",205,82,511,171,80,365,224,64,777,210,89,494,206,97,436,195,81,470
"07/09/2018","1230","Census Tract 207400","1229","Census Tract 207302",229,104,503,224,101,495,258,123,542,257,113,588,187,92,379,192,92,400
"07/10/2018","1230","Census Tract 207400","1229","Census Tract 207302",234,104,529,234,101,542,275,119,635,237,108,521,194,87,430,232,107,499
