"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"10/01/2018","1249","Census Tract 208903","1257","Census Tract 209402",168,78,359,169,83,343,246,105,575,160,83,307,117,60,227,155,68,356
"10/02/2018","1249","Census Tract 208903","1257","Census Tract 209402",175,82,372,204,94,439,231,131,405,152,71,325,174,86,353,95,50,180
"10/03/2018","1249","Census Tract 208903","1257","Census Tract 209402",188,88,400,338,154,745,170,100,287,182,80,412,103,62,170,204,93,447
"10/04/2018","1249","Census Tract 208903","1257","Census Tract 209402",168,72,390,181,61,534,219,112,429,167,87,321,145,63,332,126,50,313
"10/05/2018","1249","Census Tract 208903","1257","Census Tract 209402",171,83,351,144,61,338,200,89,449,205,119,355,140,74,265,135,72,254
"10/06/2018","1249","Census Tract 208903","1257","Census Tract 209402",154,74,320,135,80,226,160,85,304,190,116,310,137,69,272,124,48,319
"10/07/2018","1249","Census Tract 208903","1257","Census Tract 209402",149,63,347,,,,172,66,445,150,71,318,146,69,311,141,60,331
"10/08/2018","1249","Census Tract 208903","1257","Census Tract 209402",181,89,368,229,95,551,249,153,404,154,83,284,153,80,294,128,64,257
"10/09/2018","1249","Census Tract 208903","1257","Census Tract 209402",173,80,373,228,68,760,192,126,293,175,106,288,123,64,235,146,62,343
"10/10/2018","1249","Census Tract 208903","1257","Census Tract 209402",186,78,440,164,71,377,274,112,670,215,86,535,166,95,290,95,44,204
"10/11/2018","1249","Census Tract 208903","1257","Census Tract 209402",185,82,417,224,97,516,239,138,412,180,76,426,153,78,301,104,47,232
"10/12/2018","1249","Census Tract 208903","1257","Census Tract 209402",184,81,415,193,79,471,199,112,355,208,85,511,185,77,443,117,67,203
"10/13/2018","1249","Census Tract 208903","1257","Census Tract 209402",161,78,332,224,110,458,165,89,306,145,71,296,156,78,315,140,64,308
"10/14/2018","1249","Census Tract 208903","1257","Census Tract 209402",149,63,351,,,,96,40,230,175,81,376,144,50,413,140,70,276
