"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"10/01/2018","1241","Census Tract 208502","1247","Census Tract 208802",95,26,347,105,26,425,109,30,391,103,27,396,54,18,164,107,31,365
"10/02/2018","1241","Census Tract 208502","1247","Census Tract 208802",93,26,329,111,30,412,93,27,317,84,22,323,111,38,325,64,19,215
"10/03/2018","1241","Census Tract 208502","1247","Census Tract 208802",88,26,289,123,33,457,82,29,228,79,26,233,,,,80,22,287
"10/04/2018","1241","Census Tract 208502","1247","Census Tract 208802",95,26,341,124,35,438,90,27,294,113,32,391,59,17,210,79,23,268
"10/05/2018","1241","Census Tract 208502","1247","Census Tract 208802",84,23,307,99,27,355,84,23,305,103,28,378,65,19,219,77,19,299
"10/06/2018","1241","Census Tract 208502","1247","Census Tract 208802",79,23,273,100,34,294,90,25,322,83,21,323,74,24,229,55,17,176
"10/07/2018","1241","Census Tract 208502","1247","Census Tract 208802",81,24,270,63,22,179,105,31,347,77,21,277,84,27,261,73,22,245
"10/08/2018","1241","Census Tract 208502","1247","Census Tract 208802",80,25,252,99,31,312,75,26,214,80,24,263,66,20,209,80,25,253
"10/09/2018","1241","Census Tract 208502","1247","Census Tract 208802",101,28,366,111,29,416,140,38,507,103,29,366,50,17,144,89,24,324
"10/10/2018","1241","Census Tract 208502","1247","Census Tract 208802",98,27,357,97,31,307,126,28,564,112,31,398,,,,86,26,274
"10/11/2018","1241","Census Tract 208502","1247","Census Tract 208802",105,28,390,119,27,514,150,46,488,108,34,335,49,16,149,124,31,498
"10/12/2018","1241","Census Tract 208502","1247","Census Tract 208802",107,31,369,124,33,465,129,39,421,117,32,418,86,27,268,85,24,298
"10/13/2018","1241","Census Tract 208502","1247","Census Tract 208802",77,23,253,97,23,405,76,26,219,93,26,334,58,19,182,74,25,216
