"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"10/01/2018","1234","Census Tract 207900","1233","Census Tract 207710",181,70,463,195,80,475,233,86,631,168,68,412,149,59,378,150,60,375
"10/02/2018","1234","Census Tract 207900","1233","Census Tract 207710",189,71,502,173,77,387,254,96,670,180,64,500,169,64,449,145,54,390
"10/03/2018","1234","Census Tract 207900","1233","Census Tract 207710",187,70,498,172,75,391,258,100,664,179,68,471,158,56,441,143,52,395
"10/04/2018","1234","Census Tract 207900","1233","Census Tract 207710",203,75,545,183,75,442,,,,187,74,471,170,62,464,142,50,402
"10/05/2018","1234","Census Tract 207900","1233","Census Tract 207710",202,77,528,175,72,427,273,110,679,194,74,504,188,71,494,152,59,389
"10/06/2018","1234","Census Tract 207900","1233","Census Tract 207710",171,63,463,150,58,385,171,64,451,164,62,432,180,66,489,,,
"10/07/2018","1234","Census Tract 207900","1233","Census Tract 207710",161,59,438,135,46,394,161,62,420,154,56,424,162,63,418,173,61,488
"10/08/2018","1234","Census Tract 207900","1233","Census Tract 207710",175,64,478,161,60,431,210,75,590,174,63,479,157,61,404,160,57,447
"10/09/2018","1234","Census Tract 207900","1233","Census Tract 207710",200,72,558,160,63,405,290,106,790,190,63,571,173,67,445,158,56,447
"10/10/2018","1234","Census Tract 207900","1233","Census Tract 207710",196,70,542,180,76,422,274,87,863,197,70,548,158,61,405,147,52,414
"10/11/2018","1234","Census Tract 207900","1233","Census Tract 207710",191,71,511,169,69,415,,,,180,71,454,152,56,412,155,59,405
"10/12/2018","1234","Census Tract 207900","1233","Census Tract 207710",237,83,673,165,70,386,250,93,669,177,67,463,306,100,930,144,51,404
"10/13/2018","1234","Census Tract 207900","1233","Census Tract 207710",215,73,632,166,61,447,179,64,497,163,58,455,277,89,856,,,
"10/14/2018","1234","Census Tract 207900","1233","Census Tract 207710",175,63,490,142,56,357,159,57,437,147,54,402,203,69,598,191,70,519
"10/15/2018","1234","Census Tract 207900","1233","Census Tract 207710",183,66,508,186,65,526,225,84,600,189,68,522,161,59,438,145,51,406
"10/16/2018","1234","Census Tract 207900","1233","Census Tract 207710",205,72,582,172,61,482,301,112,807,182,67,493,179,62,511,146,54,393
"10/17/2018","1234","Census Tract 207900","1233","Census Tract 207710",195,71,536,183,72,466,259,93,723,182,70,474,181,65,499,138,44,425
"10/18/2018","1234","Census Tract 207900","1233","Census Tract 207710",200,72,554,190,75,479,,,,182,67,492,186,66,521,162,57,462
"10/19/2018","1234","Census Tract 207900","1233","Census Tract 207710",197,73,533,176,69,446,268,101,708,199,74,539,177,66,473,151,56,407
"10/20/2018","1234","Census Tract 207900","1233","Census Tract 207710",203,72,572,156,52,468,185,68,498,207,76,560,223,76,651,,,
"10/21/2018","1234","Census Tract 207900","1233","Census Tract 207710",172,62,478,162,54,486,163,61,434,179,63,508,175,66,462,171,60,485
"10/22/2018","1234","Census Tract 207900","1233","Census Tract 207710",185,65,521,167,68,410,224,80,626,176,65,476,183,62,538,163,50,529
"10/23/2018","1234","Census Tract 207900","1233","Census Tract 207710",205,73,573,175,69,439,289,106,792,192,69,533,191,69,531,149,52,423
"10/24/2018","1234","Census Tract 207900","1233","Census Tract 207710",199,73,539,174,74,406,254,92,698,179,66,480,206,74,577,152,58,394
"10/25/2018","1234","Census Tract 207900","1233","Census Tract 207710",209,76,574,172,68,432,,,,187,70,495,191,70,524,152,56,411
"10/26/2018","1234","Census Tract 207900","1233","Census Tract 207710",171,60,488,174,69,439,,,,164,44,604,,,,171,59,491
"10/29/2018","1234","Census Tract 207900","1233","Census Tract 207710",182,69,479,,,,217,83,562,172,65,455,162,63,416,,,
"10/30/2018","1234","Census Tract 207900","1233","Census Tract 207710",174,64,471,162,66,395,227,82,625,167,60,462,150,57,397,156,58,422
"10/31/2018","1234","Census Tract 207900","1233","Census Tract 207710",208,74,583,180,64,502,260,98,687,173,62,476,217,76,618,159,60,417
