"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"01/01/2018","1223","Census Tract 206200","1229","Census Tract 207302",128,48,339,116,47,287,131,50,339,121,51,289,119,39,362,132,50,353
"01/02/2018","1223","Census Tract 206200","1229","Census Tract 207302",126,50,315,93,44,194,142,55,366,129,54,308,131,51,331,103,37,282
"01/03/2018","1223","Census Tract 206200","1229","Census Tract 207302",122,50,297,94,38,228,140,60,327,122,52,283,117,43,313,124,55,279
"01/04/2018","1223","Census Tract 206200","1229","Census Tract 207302",122,50,298,98,38,253,141,60,330,129,52,316,111,46,266,94,39,230
"01/05/2018","1223","Census Tract 206200","1229","Census Tract 207302",127,53,306,97,40,231,156,66,369,141,56,349,114,50,262,95,41,217
"01/06/2018","1223","Census Tract 206200","1229","Census Tract 207302",127,54,296,140,52,374,129,50,327,136,56,329,,,,123,52,286
"01/07/2018","1223","Census Tract 206200","1229","Census Tract 207302",131,52,327,102,41,251,140,58,335,137,52,362,123,47,322,132,58,302
"01/08/2018","1223","Census Tract 206200","1229","Census Tract 207302",141,53,374,149,59,377,180,57,563,131,57,299,110,45,269,112,43,289
"01/09/2018","1223","Census Tract 206200","1229","Census Tract 207302",137,54,349,152,70,327,139,45,428,140,56,352,129,53,311,110,53,229
"01/10/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,55,333,146,60,352,169,61,461,130,53,314,114,51,255,84,44,163
"01/11/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,55,331,144,55,377,159,67,378,141,56,350,114,49,266,101,41,248
"01/12/2018","1223","Census Tract 206200","1229","Census Tract 207302",134,52,340,120,50,289,157,62,395,160,63,404,117,47,290,109,40,296
"01/13/2018","1223","Census Tract 206200","1229","Census Tract 207302",129,53,316,114,44,295,141,64,313,142,59,343,,,,141,53,377
"01/14/2018","1223","Census Tract 206200","1229","Census Tract 207302",134,55,327,100,41,244,140,55,352,147,61,356,131,55,311,129,53,311
"01/15/2018","1223","Census Tract 206200","1229","Census Tract 207302",120,50,284,94,40,221,137,60,314,123,56,268,108,40,292,111,50,244
"01/16/2018","1223","Census Tract 206200","1229","Census Tract 207302",133,57,311,142,61,329,140,60,325,136,60,311,129,51,323,95,46,194
"01/17/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,58,313,147,62,347,161,70,367,136,60,308,102,45,230,126,59,268
"01/18/2018","1223","Census Tract 206200","1229","Census Tract 207302",138,55,344,164,61,437,165,64,429,131,54,314,119,49,288,105,47,237
"01/19/2018","1223","Census Tract 206200","1229","Census Tract 207302",149,60,370,141,64,313,246,97,620,135,65,282,119,48,296,95,39,233
"01/20/2018","1223","Census Tract 206200","1229","Census Tract 207302",162,59,446,129,50,336,147,57,378,313,99,993,,,,119,45,314
"01/21/2018","1223","Census Tract 206200","1229","Census Tract 207302",127,50,322,96,45,201,133,55,321,122,53,281,127,47,339,132,49,358
"01/22/2018","1223","Census Tract 206200","1229","Census Tract 207302",123,51,296,134,55,322,131,54,312,118,47,293,116,49,276,110,48,251
"01/23/2018","1223","Census Tract 206200","1229","Census Tract 207302",131,53,322,147,60,363,163,64,412,132,55,314,110,44,271,84,43,162
"01/24/2018","1223","Census Tract 206200","1229","Census Tract 207302",140,54,364,155,55,433,179,70,460,142,59,342,120,48,297,89,33,240
"01/25/2018","1223","Census Tract 206200","1229","Census Tract 207302",140,57,344,169,69,412,179,77,419,136,61,306,120,49,293,95,35,256
"01/26/2018","1223","Census Tract 206200","1229","Census Tract 207302",180,69,470,120,58,248,214,90,507,129,54,305,227,77,668,121,56,262
"01/27/2018","1223","Census Tract 206200","1229","Census Tract 207302",264,87,803,183,48,689,326,107,986,381,131,1103,,,,183,76,440
"01/28/2018","1223","Census Tract 206200","1229","Census Tract 207302",149,55,404,101,46,221,134,52,341,140,55,356,119,48,292,181,60,546
"01/29/2018","1223","Census Tract 206200","1229","Census Tract 207302",126,54,293,132,53,327,131,59,287,123,57,263,127,48,334,110,49,245
"01/30/2018","1223","Census Tract 206200","1229","Census Tract 207302",125,54,290,149,67,329,135,65,281,122,53,278,113,45,285,100,44,228
"01/31/2018","1223","Census Tract 206200","1229","Census Tract 207302",134,57,316,157,69,359,158,70,358,127,54,298,117,48,287,98,48,201
"02/01/2018","1223","Census Tract 206200","1229","Census Tract 207302",129,52,318,174,77,396,148,55,397,123,47,316,112,48,257,111,55,223
"02/02/2018","1223","Census Tract 206200","1229","Census Tract 207302",126,53,296,125,53,291,147,63,346,128,54,301,117,50,270,118,48,289
"02/03/2018","1223","Census Tract 206200","1229","Census Tract 207302",136,54,342,98,32,297,166,67,413,163,67,400,,,,117,48,287
"02/04/2018","1223","Census Tract 206200","1229","Census Tract 207302",118,49,284,82,34,196,104,45,240,116,47,285,118,50,281,130,55,305
"02/05/2018","1223","Census Tract 206200","1229","Census Tract 207302",125,53,298,139,61,315,142,57,355,118,49,285,112,51,248,110,47,258
"02/06/2018","1223","Census Tract 206200","1229","Census Tract 207302",127,51,318,124,53,288,157,58,425,119,48,294,120,51,280,97,38,242
"02/07/2018","1223","Census Tract 206200","1229","Census Tract 207302",157,61,404,178,81,391,205,76,554,165,72,379,118,44,318,111,51,241
"02/08/2018","1223","Census Tract 206200","1229","Census Tract 207302",142,57,353,165,72,378,168,69,410,162,64,407,111,45,273,90,44,184
"02/09/2018","1223","Census Tract 206200","1229","Census Tract 207302",132,56,311,122,60,250,161,65,401,141,62,322,120,50,286,105,46,240
"02/10/2018","1223","Census Tract 206200","1229","Census Tract 207302",129,55,300,101,37,273,138,61,311,140,61,321,,,,126,52,301
"02/11/2018","1223","Census Tract 206200","1229","Census Tract 207302",128,53,311,99,43,230,117,49,276,129,51,329,137,53,352,133,58,304
"02/12/2018","1223","Census Tract 206200","1229","Census Tract 207302",128,53,305,134,60,300,150,61,367,122,53,282,118,49,285,92,38,223
"02/13/2018","1223","Census Tract 206200","1229","Census Tract 207302",150,58,383,153,66,355,176,73,427,154,63,374,127,46,350,110,41,296
"02/14/2018","1223","Census Tract 206200","1229","Census Tract 207302",156,63,389,173,74,402,230,82,645,147,66,328,123,51,299,133,54,326
"02/15/2018","1223","Census Tract 206200","1229","Census Tract 207302",158,63,397,157,65,376,211,78,570,154,65,368,138,56,340,129,52,320
"02/16/2018","1223","Census Tract 206200","1229","Census Tract 207302",161,64,406,125,45,341,193,81,457,174,73,415,154,60,396,120,50,290
"02/17/2018","1223","Census Tract 206200","1229","Census Tract 207302",164,65,410,119,42,331,197,82,474,190,81,444,,,,160,63,406
"02/18/2018","1223","Census Tract 206200","1229","Census Tract 207302",145,57,368,111,44,274,159,57,441,163,64,414,132,57,301,138,53,355
"02/19/2018","1223","Census Tract 206200","1229","Census Tract 207302",130,52,326,97,35,271,135,58,311,138,55,345,133,50,351,123,52,290
"02/20/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,56,323,139,58,336,143,61,335,144,61,337,126,51,307,110,46,258
"02/21/2018","1223","Census Tract 206200","1229","Census Tract 207302",128,55,296,145,60,347,151,65,352,126,59,270,110,47,256,101,43,237
"02/22/2018","1223","Census Tract 206200","1229","Census Tract 207302",136,54,340,163,84,318,174,65,463,139,60,323,109,45,264,92,34,251
"02/23/2018","1223","Census Tract 206200","1229","Census Tract 207302",146,61,349,165,74,369,181,79,410,161,72,358,127,52,308,112,46,273
"02/24/2018","1223","Census Tract 206200","1229","Census Tract 207302",132,54,319,88,35,220,149,64,344,153,71,326,,,,121,46,316
"02/25/2018","1223","Census Tract 206200","1229","Census Tract 207302",130,52,322,84,35,202,137,56,336,151,65,352,117,49,281,127,49,332
"02/26/2018","1223","Census Tract 206200","1229","Census Tract 207302",127,57,285,121,55,266,160,67,382,126,61,261,114,51,256,103,47,228
"02/27/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,56,324,165,71,387,153,65,361,132,55,313,113,49,261,110,42,291
"02/28/2018","1223","Census Tract 206200","1229","Census Tract 207302",138,57,335,155,61,392,169,72,397,142,60,335,114,46,278,98,45,215
"03/01/2018","1223","Census Tract 206200","1229","Census Tract 207302",133,54,326,134,56,319,158,71,355,142,59,341,119,47,301,94,37,233
"03/02/2018","1223","Census Tract 206200","1229","Census Tract 207302",145,58,362,162,62,418,179,71,450,154,62,382,131,55,315,101,42,242
"03/03/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,59,310,95,41,219,134,65,276,156,68,359,,,,137,61,309
"03/04/2018","1223","Census Tract 206200","1229","Census Tract 207302",126,50,315,94,41,216,126,51,309,137,55,341,117,51,265,127,47,344
"03/05/2018","1223","Census Tract 206200","1229","Census Tract 207302",132,54,324,150,66,337,148,64,341,130,51,329,122,48,310,103,43,246
"03/06/2018","1223","Census Tract 206200","1229","Census Tract 207302",159,64,392,200,81,490,177,75,418,150,60,375,141,55,357,117,56,242
"03/07/2018","1223","Census Tract 206200","1229","Census Tract 207302",152,62,371,185,80,425,196,81,471,140,60,326,127,51,317,110,48,254
"03/08/2018","1223","Census Tract 206200","1229","Census Tract 207302",159,64,392,174,87,345,278,100,771,144,65,317,126,53,301,103,42,252
"03/09/2018","1223","Census Tract 206200","1229","Census Tract 207302",144,58,352,145,63,337,171,74,395,167,65,432,127,52,310,112,48,261
"03/10/2018","1223","Census Tract 206200","1229","Census Tract 207302",142,58,344,114,51,254,155,68,354,147,64,333,,,,127,50,322
"03/11/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,53,339,94,44,200,139,50,382,149,60,371,128,50,324,134,55,326
"03/12/2018","1223","Census Tract 206200","1229","Census Tract 207302",127,54,296,136,56,327,149,69,318,122,52,286,115,49,274,101,42,244
"03/13/2018","1223","Census Tract 206200","1229","Census Tract 207302",161,59,435,216,69,669,243,87,683,143,57,359,117,47,294,98,46,208
"03/14/2018","1223","Census Tract 206200","1229","Census Tract 207302",158,61,404,342,94,1246,147,67,319,158,66,379,125,50,310,111,45,273
"03/15/2018","1223","Census Tract 206200","1229","Census Tract 207302",143,58,352,143,54,377,187,78,446,139,57,337,127,54,297,128,50,321
"03/16/2018","1223","Census Tract 206200","1229","Census Tract 207302",149,62,359,139,53,365,174,73,414,143,58,351,152,65,355,108,49,238
"03/17/2018","1223","Census Tract 206200","1229","Census Tract 207302",153,61,378,107,45,255,182,73,451,200,91,439,,,,130,53,318
"03/18/2018","1223","Census Tract 206200","1229","Census Tract 207302",150,61,366,216,106,440,142,62,324,144,58,355,121,47,310,166,69,396
"03/19/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,59,310,149,65,344,142,68,294,137,58,325,130,54,315,107,50,230
"03/20/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,55,331,144,52,397,159,66,380,134,56,321,120,51,283,113,45,282
"03/21/2018","1223","Census Tract 206200","1229","Census Tract 207302",132,55,317,123,55,274,135,55,335,153,65,359,122,52,283,100,37,273
"03/22/2018","1223","Census Tract 206200","1229","Census Tract 207302",145,56,372,149,67,329,166,67,408,147,58,371,139,50,382,105,43,260
"03/23/2018","1223","Census Tract 206200","1229","Census Tract 207302",133,56,316,116,57,239,165,66,415,145,59,358,122,54,275,110,44,271
"03/24/2018","1223","Census Tract 206200","1229","Census Tract 207302",146,61,349,152,54,425,129,53,312,181,78,421,,,,137,56,337
"03/25/2018","1223","Census Tract 206200","1229","Census Tract 207302",138,57,331,119,46,311,135,58,311,161,66,393,132,53,329,129,56,298
"03/26/2018","1223","Census Tract 206200","1229","Census Tract 207302",148,59,371,122,45,330,131,57,298,196,80,477,138,53,356,127,55,288
"03/27/2018","1223","Census Tract 206200","1229","Census Tract 207302",147,61,355,129,55,302,157,68,361,190,76,479,125,55,283,92,37,228
"03/28/2018","1223","Census Tract 206200","1229","Census Tract 207302",154,65,365,145,53,389,176,80,384,177,75,418,136,58,319,106,48,237
"03/29/2018","1223","Census Tract 206200","1229","Census Tract 207302",141,61,323,136,70,263,163,69,384,173,76,392,117,51,267,105,48,231
"03/30/2018","1223","Census Tract 206200","1229","Census Tract 207302",155,62,387,103,44,239,180,76,425,217,87,540,125,53,293,148,55,397
"03/31/2018","1223","Census Tract 206200","1229","Census Tract 207302",135,59,310,103,43,248,131,54,320,147,66,323,,,,137,60,313
