"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"09/17/2019","1247","Census Tract 208802","1245","Census Tract 208720",61,26,142,73,29,181,69,29,161,68,29,157,46,22,97,34,17,70
"09/18/2019","1247","Census Tract 208802","1245","Census Tract 208720",63,26,154,66,27,156,74,32,172,69,29,168,53,22,127,47,18,118
"09/19/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,24,137,68,27,175,58,30,115,59,24,148,50,21,121,49,20,117
"09/20/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,24,126,74,31,177,57,26,124,58,24,138,47,22,100,43,20,91
"09/21/2019","1247","Census Tract 208802","1245","Census Tract 208720",53,23,125,65,24,176,57,25,128,63,27,147,48,22,104,38,17,85
"09/22/2019","1247","Census Tract 208802","1245","Census Tract 208720",46,20,106,69,22,208,43,21,86,49,22,108,38,17,84,40,17,93
"09/23/2019","1247","Census Tract 208802","1245","Census Tract 208720",55,23,133,66,28,153,58,24,136,61,26,142,40,17,92,46,18,118
"09/24/2019","1247","Census Tract 208802","1245","Census Tract 208720",53,22,123,64,29,143,56,28,109,56,23,139,41,19,90,45,17,121
"09/25/2019","1247","Census Tract 208802","1245","Census Tract 208720",58,24,138,67,30,151,57,27,119,68,26,177,48,19,117,40,19,84
"09/26/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,23,139,63,24,161,60,26,139,60,24,147,46,20,108,59,23,148
"09/27/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,24,129,64,26,154,55,25,120,64,26,156,51,22,117,42,20,88
"09/28/2019","1247","Census Tract 208802","1245","Census Tract 208720",50,21,117,55,22,134,48,21,109,53,22,128,53,22,131,35,17,74
"09/29/2019","1247","Census Tract 208802","1245","Census Tract 208720",54,22,131,55,21,140,47,22,98,67,27,167,64,24,168,40,18,90
"09/30/2019","1247","Census Tract 208802","1245","Census Tract 208720",58,25,130,62,26,143,58,26,129,67,29,153,55,24,122,38,18,78
"07/01/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,24,132,57,25,130,61,27,138,61,28,133,50,22,115,52,19,140
"07/02/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,24,131,65,27,153,59,25,137,66,27,161,43,21,86,37,15,89
"07/03/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,24,130,63,28,141,66,28,155,62,25,152,46,21,100,43,21,87
"07/04/2019","1247","Census Tract 208802","1245","Census Tract 208720",53,21,133,54,21,136,58,21,157,62,23,167,51,21,122,42,19,91
"07/05/2019","1247","Census Tract 208802","1245","Census Tract 208720",50,22,111,54,22,130,52,24,111,56,26,119,41,19,85,54,22,131
"07/06/2019","1247","Census Tract 208802","1245","Census Tract 208720",52,21,127,55,24,127,60,25,145,65,23,183,49,21,114,37,18,75
"07/07/2019","1247","Census Tract 208802","1245","Census Tract 208720",49,21,114,47,18,118,45,20,100,55,22,137,58,26,130,40,19,85
"07/08/2019","1247","Census Tract 208802","1245","Census Tract 208720",55,24,127,67,29,153,52,23,117,53,24,120,47,19,113,54,23,126
"07/09/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,23,136,64,25,158,64,29,142,58,24,141,46,19,107,46,18,116
"07/10/2019","1247","Census Tract 208802","1245","Census Tract 208720",60,26,139,61,28,136,69,32,148,56,24,128,58,24,139,55,21,141
"07/11/2019","1247","Census Tract 208802","1245","Census Tract 208720",62,27,140,75,30,188,58,27,125,71,32,157,55,24,125,42,21,81
"07/12/2019","1247","Census Tract 208802","1245","Census Tract 208720",53,23,119,58,25,135,60,27,132,56,25,125,45,20,97,47,20,111
"07/13/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,23,138,54,22,131,67,26,168,69,26,181,48,21,109,41,19,88
"07/14/2019","1247","Census Tract 208802","1245","Census Tract 208720",45,20,98,53,20,135,48,22,101,48,22,106,44,20,98,36,17,74
"07/15/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,24,134,71,28,182,60,28,126,56,25,121,51,21,120,40,15,105
"07/16/2019","1247","Census Tract 208802","1245","Census Tract 208720",60,26,138,75,33,172,65,29,144,63,27,144,47,21,102,48,21,106
"07/17/2019","1247","Census Tract 208802","1245","Census Tract 208720",61,26,140,75,34,164,68,29,161,56,27,118,50,23,108,57,21,156
"07/18/2019","1247","Census Tract 208802","1245","Census Tract 208720",55,23,131,69,27,171,55,24,121,57,24,136,50,22,113,44,18,104
"07/19/2019","1247","Census Tract 208802","1245","Census Tract 208720",54,22,133,70,26,189,69,28,169,54,22,132,42,18,95,41,17,98
"07/20/2019","1247","Census Tract 208802","1245","Census Tract 208720",54,23,128,56,23,133,58,27,123,57,23,137,60,26,140,37,17,81
"07/21/2019","1247","Census Tract 208802","1245","Census Tract 208720",47,21,105,51,21,121,56,24,128,54,24,120,38,19,74,39,17,87
"07/22/2019","1247","Census Tract 208802","1245","Census Tract 208720",54,24,121,66,31,142,66,27,159,52,23,114,41,20,85,44,19,99
"07/23/2019","1247","Census Tract 208802","1245","Census Tract 208720",53,23,117,58,27,122,54,27,107,56,25,126,51,22,117,39,17,90
"07/24/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,24,128,64,28,146,59,27,126,58,26,126,49,20,121,41,19,88
"07/25/2019","1247","Census Tract 208802","1245","Census Tract 208720",54,24,121,59,25,137,62,30,127,57,24,138,47,23,98,37,17,77
"07/26/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,25,132,65,26,160,58,26,131,65,28,149,52,24,114,40,18,91
"07/27/2019","1247","Census Tract 208802","1245","Census Tract 208720",49,22,111,47,21,106,69,29,162,49,23,107,47,22,99,40,17,94
"07/28/2019","1247","Census Tract 208802","1245","Census Tract 208720",48,20,113,54,17,166,48,19,117,52,23,119,45,19,102,43,19,95
"07/29/2019","1247","Census Tract 208802","1245","Census Tract 208720",52,23,119,58,23,142,50,22,111,50,22,110,57,25,131,42,19,93
"07/30/2019","1247","Census Tract 208802","1245","Census Tract 208720",52,23,118,64,27,151,54,25,119,56,24,129,38,18,79,39,17,89
"07/31/2019","1247","Census Tract 208802","1245","Census Tract 208720",59,25,140,78,29,212,78,33,187,55,25,121,47,21,104,40,18,90
"08/01/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,24,134,63,27,148,60,28,125,59,24,141,54,22,133,41,18,94
"08/02/2019","1247","Census Tract 208802","1245","Census Tract 208720",63,27,149,71,30,167,67,33,136,74,29,188,54,23,127,47,21,103
"08/03/2019","1247","Census Tract 208802","1245","Census Tract 208720",63,26,148,66,29,146,69,29,164,62,25,156,73,30,173,41,20,80
"08/04/2019","1247","Census Tract 208802","1245","Census Tract 208720",52,23,118,57,25,130,57,26,122,53,24,118,59,23,150,41,20,87
"08/05/2019","1247","Census Tract 208802","1245","Census Tract 208720",57,24,132,61,26,142,68,28,165,55,25,120,52,22,124,49,21,112
"08/06/2019","1247","Census Tract 208802","1245","Census Tract 208720",61,26,142,71,28,175,60,28,124,67,30,153,48,22,104,67,25,175
"08/07/2019","1247","Census Tract 208802","1245","Census Tract 208720",61,25,144,67,26,169,65,30,137,63,27,150,58,24,139,40,16,96
"08/08/2019","1247","Census Tract 208802","1245","Census Tract 208720",56,24,132,64,25,166,65,29,146,58,25,133,46,21,101,51,20,130
"08/09/2019","1247","Census Tract 208802","1245","Census Tract 208720",60,24,145,70,28,172,62,28,136,70,27,183,47,21,106,46,19,111
"08/10/2019","1247","Census Tract 208802","1245","Census Tract 208720",50,22,115,54,23,126,53,23,120,54,23,124,52,22,126,36,18,72
