"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"09/17/2019","1261","Census Tract 209810","1383","Census Tract 224310",94,21,417,116,19,683,114,31,413,82,22,299,57,14,223,80,20,314
"09/18/2019","1261","Census Tract 209810","1383","Census Tract 224310",98,22,422,144,23,885,128,34,478,74,19,285,56,15,209,86,38,190
"09/19/2019","1261","Census Tract 209810","1383","Census Tract 224310",104,21,499,80,18,348,98,17,574,117,23,579,64,17,236,210,42,1029
"09/20/2019","1261","Census Tract 209810","1383","Census Tract 224310",80,19,330,78,13,451,113,35,363,81,19,342,48,13,171,107,33,348
"09/21/2019","1261","Census Tract 209810","1383","Census Tract 224310",81,18,360,122,25,581,68,19,247,92,21,394,69,15,322,69,15,314
"09/22/2019","1261","Census Tract 209810","1383","Census Tract 224310",101,23,440,155,35,691,96,35,262,116,22,605,81,19,334,,,
"09/23/2019","1261","Census Tract 209810","1383","Census Tract 224310",103,20,515,146,25,838,80,22,294,119,22,642,67,16,270,74,11,480
"09/24/2019","1261","Census Tract 209810","1383","Census Tract 224310",95,23,395,153,27,855,72,20,259,90,23,346,84,19,368,55,21,145
"09/25/2019","1261","Census Tract 209810","1383","Census Tract 224310",79,16,390,78,13,470,78,14,419,83,21,320,87,14,517,60,20,182
"09/26/2019","1261","Census Tract 209810","1383","Census Tract 224310",93,18,466,120,24,579,124,31,487,87,18,417,53,10,280,97,26,358
"09/27/2019","1261","Census Tract 209810","1383","Census Tract 224310",102,20,504,137,28,665,112,27,453,106,21,539,77,15,391,75,16,354
"09/28/2019","1261","Census Tract 209810","1383","Census Tract 224310",98,22,431,123,28,534,75,14,392,151,32,714,63,18,216,56,13,235
"09/29/2019","1261","Census Tract 209810","1383","Census Tract 224310",69,17,279,104,17,623,85,21,345,83,22,304,48,13,172,,,
"09/30/2019","1261","Census Tract 209810","1383","Census Tract 224310",68,15,300,77,17,335,75,16,342,74,14,381,50,12,212,59,21,167
"07/01/2019","1261","Census Tract 209810","1383","Census Tract 224310",75,17,322,100,20,501,80,15,415,67,17,266,62,18,205,44,14,139
"07/02/2019","1261","Census Tract 209810","1383","Census Tract 224310",78,23,268,79,20,314,106,45,248,71,21,241,61,17,224,74,19,285
"07/03/2019","1261","Census Tract 209810","1383","Census Tract 224310",93,20,426,128,24,668,106,24,459,83,18,382,60,16,229,113,18,685
"07/04/2019","1261","Census Tract 209810","1383","Census Tract 224310",69,17,270,50,12,210,91,24,343,68,21,218,69,15,308,65,26,158
"07/05/2019","1261","Census Tract 209810","1383","Census Tract 224310",63,17,238,42,12,141,61,16,230,58,15,219,86,24,303,68,16,283
"07/06/2019","1261","Census Tract 209810","1383","Census Tract 224310",67,17,252,41,10,160,70,17,291,76,21,279,69,22,212,68,17,268
"07/07/2019","1261","Census Tract 209810","1383","Census Tract 224310",63,17,228,80,21,303,69,15,319,61,20,190,62,18,211,,,
"07/08/2019","1261","Census Tract 209810","1383","Census Tract 224310",76,19,305,108,14,822,69,20,231,78,20,302,52,18,149,76,23,250
"07/09/2019","1261","Census Tract 209810","1383","Census Tract 224310",70,17,278,63,16,241,96,21,422,77,18,321,46,13,163,53,15,180
"07/10/2019","1261","Census Tract 209810","1383","Census Tract 224310",77,18,329,111,24,500,112,24,507,62,14,265,61,15,242,51,16,161
"07/11/2019","1261","Census Tract 209810","1383","Census Tract 224310",83,20,335,132,32,537,94,19,449,60,15,234,66,19,218,118,37,372
"07/12/2019","1261","Census Tract 209810","1383","Census Tract 224310",77,16,367,92,26,328,98,24,394,71,13,372,66,12,353,52,17,155
"07/13/2019","1261","Census Tract 209810","1383","Census Tract 224310",83,20,340,132,37,464,84,25,278,110,23,516,56,15,208,67,15,284
