"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"01/04/2019","1220","Census Tract 206031","1390","Census Tract 226002",218,101,470,225,118,430,347,184,652,228,123,420,,,,163,76,349
"01/05/2019","1220","Census Tract 206031","1390","Census Tract 226002",164,75,358,126,67,235,196,96,402,159,74,344,171,80,364,145,61,345
"01/06/2019","1220","Census Tract 206031","1390","Census Tract 226002",155,72,330,136,67,276,169,82,348,158,80,312,148,67,325,153,65,355
"01/07/2019","1220","Census Tract 206031","1390","Census Tract 226002",219,94,509,367,216,624,286,140,582,166,76,366,166,73,377,174,77,389
"01/08/2019","1220","Census Tract 206031","1390","Census Tract 226002",226,99,518,279,170,457,362,191,685,173,81,368,169,74,388,141,65,306
"01/09/2019","1220","Census Tract 206031","1390","Census Tract 226002",231,104,512,290,173,487,359,197,653,187,87,400,170,79,361,136,64,287
"01/10/2019","1220","Census Tract 206031","1390","Census Tract 226002",242,108,540,292,196,433,374,209,670,197,91,428,167,78,356,177,73,426
"01/11/2019","1220","Census Tract 206031","1390","Census Tract 226002",233,103,524,287,172,481,379,210,683,210,98,446,,,,164,80,336
"01/12/2019","1220","Census Tract 206031","1390","Census Tract 226002",177,87,360,140,76,260,170,90,319,223,136,365,147,68,317,178,82,384
"01/13/2019","1220","Census Tract 206031","1390","Census Tract 226002",159,74,342,128,61,267,202,103,395,156,76,321,139,66,292,158,69,361
"01/14/2019","1220","Census Tract 206031","1390","Census Tract 226002",259,118,568,346,205,584,360,176,733,234,123,445,167,74,375,167,76,365
"01/15/2019","1220","Census Tract 206031","1390","Census Tract 226002",300,119,755,259,148,453,549,269,1116,225,95,533,191,84,432,168,72,391
"01/16/2019","1220","Census Tract 206031","1390","Census Tract 226002",268,116,616,296,147,597,497,253,974,222,112,439,186,85,409,150,71,316
