,rf_rf,rf_random,grf,rf_approx_sol,rf_approx_risk,rf_approx_sol_unconstr,rf_approx_risk_unconstr,vanilla,oracle
0,1564.3042172638857,1570.1019789359148,1565.072091483414,1560.8278487390494,1562.680172858553,1565.3825484000506,1562.618406042647,1561.0115394672157,1519.1692542825976
0,1548.4790674831506,1557.9939641457277,1551.497903634053,1550.0004120891317,1550.3240446069904,1552.515521455715,1553.265471853131,1553.2392497229544,1510.2798453398386
0,1540.750785663155,1547.2548532596163,1542.3737371618113,1540.8217207225855,1543.2150868842355,1544.6408206450885,1542.954552580943,1544.886958687577,1502.9079874839467
0,1551.7262859233963,1556.0696991015043,1556.040378677825,1553.5225194415852,1554.07169431849,1555.4100469726852,1552.8395252092823,1553.9890674033736,1512.8410461285605
0,1562.7840295159142,1564.3653154088004,1561.7729373711925,1562.2419698490578,1562.1144937263816,1562.9227081780366,1564.6038443080308,1563.4993740866255,1525.059111407022
0,1555.3050022290533,1560.758032385601,1556.413920527554,1557.0754061684881,1557.4094439392545,1554.6414100838488,1556.4355444981452,1558.8422774307708,1518.5254672409678
0,1561.8148351971256,1564.652829401245,1565.9149275343775,1559.110724057111,1560.4930222010137,1561.8252610551358,1561.5069670642256,1561.00169414949,1520.7719291603244
0,1557.55081202388,1565.082421817996,1554.4350269555587,1556.4971591970607,1553.0376361637993,1555.4667871087638,1556.8916228345004,1549.4964067675173,1515.1858864601488
0,1547.5592899306823,1551.6317521828435,1549.0597154304876,1547.5415493539974,1547.8019652162466,1549.1196677736962,1549.3400922470767,1549.9455891425039,1511.674408527385
0,1572.2427112083692,1576.1217224698948,1576.5868743887827,1572.3221840071467,1575.6749795552132,1573.5398480096962,1574.716819896338,1574.1433826308373,1532.3240764028985
0,1561.7467936632856,1560.1841623494558,1562.3398018347768,1557.9678539567083,1562.68494813373,1560.3311356450715,1558.7974949436227,1562.0063415853876,1521.4209591732938
0,1564.357280213687,1565.928778940794,1558.893195991901,1560.6222643074448,1558.437885180673,1561.6109290474747,1560.6834966127,1565.0019694564032,1522.0466642026108
0,1551.6196418466602,1551.5979401196453,1546.9858456773593,1546.7347505315308,1546.3551085310405,1544.735440407784,1547.4982168044728,1545.1452327990687,1512.7771600416525
