,rf_rf,rf_random,grf,rf_approx_sol,rf_approx_risk,rf_approx_sol_unconstr,rf_approx_risk_unconstr,vanilla,oracle
0,1544.5752967976107,1548.6704899241815,1544.2222846377226,1545.5602135708543,1544.9303619141353,1544.9468503431924,1544.8107539734017,1549.3890711791755,1514.4876716484318
0,1540.3558161971835,1544.614725180661,1540.808897628204,1540.9636971632306,1540.2045140528498,1540.6805688892778,1540.659512056507,1544.7445446604409,1510.2053736374558
0,1541.668662995301,1542.6077747285178,1538.8087721406198,1539.3997259843086,1539.4444587705375,1537.9519055651292,1538.6013976980848,1543.6904879431688,1510.969362815706
0,1540.8944526149937,1542.4622104665239,1539.633326372302,1540.0031069985735,1539.8618057983197,1538.6972117036944,1539.5092917433858,1545.5100832407627,1510.7030146118254
0,1548.8242264274388,1550.919190483288,1547.5689032364912,1546.6159568657326,1548.049195194971,1547.1687775095472,1548.742579130855,1553.8929890843185,1519.9596743985637
0,1549.8781979668163,1552.5134264202911,1546.5876803925767,1546.0682369211243,1546.0321288721784,1545.9285814411055,1549.2768526191808,1550.0961490986394,1516.23350928139
0,1554.6801194738398,1558.69985537392,1552.965747101604,1553.5599827493204,1552.622091719444,1552.8653158551997,1553.672714135806,1556.4283996728034,1523.550691618777
0,1538.722094306145,1541.6852172208555,1538.294220993828,1538.5874160423352,1538.4047943358573,1538.0271645600528,1539.0252741407517,1543.0178930723077,1510.030557844772
0,1548.9980235214184,1550.967366317888,1546.8620798408801,1546.623870209238,1548.1018090641855,1546.6982725798475,1548.042870123411,1552.7668585793504,1516.8551406817496
0,1537.5067170742846,1543.5374500894295,1538.7698164664312,1539.0102850707692,1537.1962281556996,1537.872160863176,1539.2419476826442,1540.6872304739406,1505.6377774527673
0,1556.5749191152818,1558.4251367792608,1556.138988832668,1555.747431373126,1556.036056149733,1555.8141851128948,1555.7312599216439,1562.5224621785605,1527.5101148918102
0,1545.0636080961065,1549.6670388770526,1546.2807297059708,1545.486892804487,1545.3537944887782,1545.0754209700485,1546.3529882673076,1550.6062404919442,1516.7667913186683
0,1543.3307492524928,1547.951188918882,1542.2128876830252,1542.459476183885,1541.6794524119618,1541.6862953436112,1543.7764555368033,1546.9324118767076,1514.2052657057984
0,1541.7238304861494,1545.1363371767936,1540.831717047847,1542.1683547565458,1541.8388698777023,1540.8571684774097,1542.1544894338897,1547.457712713469,1513.0429879059557
0,1550.7479890943039,1552.106262022899,1548.7959645673513,1548.253137253652,1548.2402268490912,1547.8236548665839,1549.5982177674475,1552.14424417733,1518.086409422658
0,1547.1373885072983,1549.65876086448,1546.2787626758407,1546.9141184414061,1546.0738975295726,1547.2046515560867,1547.5100187927044,1552.1686173776636,1518.459338593844
0,1542.053526709559,1547.9033491832183,1542.811422724414,1542.6395646379415,1541.507241196401,1541.5317460877764,1544.473560454916,1546.5973337443281,1511.992317597329
0,1539.261635715513,1541.3629687139105,1538.178876199819,1539.5837823210409,1537.6662544047374,1537.5104879666617,1540.305468693606,1541.4168009116752,1509.2116690067496
0,1547.8154096201886,1549.594113150983,1546.8695937120992,1547.3236555916058,1546.298527275891,1546.4929540186956,1547.8153076228598,1551.4872142786905,1518.0799138729164
